ToolSerialNumber,ParameterSetId,ToolNumberOfTightenings,TorqueDelta
F7360949      ,1,2069811,0.03
F7360941      ,1,2069471,0
F7812096      ,1,342021,0.03
A9400964      ,2,62722,0.01
F9695697      ,1,4964199,0.04
F9401174      ,2,1206757,0.03
F9711007      ,2,3703577,0.28
F9695697      ,1,4964200,0.1
F9401174      ,2,1206758,0.06
F9711007      ,2,3703578,0.3
C6500970      ,1,1038677,0.04
D8481322      ,1,2795986,0.05
F9401174      ,2,1206759,0.05
F9711007      ,2,3703579,0.17
C8780408      ,1,267538,0.02
F9695698      ,2,3073064,0.18
D8481322      ,1,2795987,0.11
F9695698      ,2,3073065,0.13
F7360944      ,1,706850,0.03
F7350022      ,1,58548,0.02
D8586612      ,1,2338833,0.02
F7360940      ,1,7261,0.03
F7360946      ,1,656373,0.02
F7851954      ,1,370148,0.03
F7831631      ,1,370595,0.02
F9401178      ,1,653621,0.07
D8481321      ,1,5407550,0.01
F7830399      ,1,588875,-4.29
D8584134      ,1,3127316,0.12
F7830399      ,1,588876,0.04
D8584134      ,1,3127317,0.04
E9556853      ,1,4414728,0.03
D8584134      ,1,3127318,0.18
F7830399      ,1,588877,0.07
E9556853      ,1,4414729,0.04
D8584134      ,1,3127319,0.01
F8353464      ,1,1711145,0.03
C9410194      ,1,2138648,0.05
F7360941      ,1,2069474,0.01
F9401174      ,2,1206760,0.03
F7812096      ,1,342024,0.01
F7360949      ,1,2069814,0.01
F9711007      ,2,3703580,0.36
F9401174      ,2,1206761,0.2
F9711007      ,2,3703581,0.13
C8391460      ,1,1375158,0.04
F7350022      ,1,58549,0.06
F7360944      ,1,706851,0.02
C8391460      ,1,1375159,0.03
F9401174      ,2,1206762,0.07
D8481322      ,1,2795988,0.03
F7851954      ,1,370149,0
F7360946      ,1,656374,0.02
F7831631      ,1,370596,0.02
F9711007      ,2,3703582,0.29
F7360940      ,1,7262,0.01
D8481322      ,1,2795989,0.12
D8584134      ,1,3127320,0.07
D8584134      ,1,3127321,0.03
D8584134      ,1,3127322,0.04
D8584134      ,1,3127323,0.03
F7360941      ,1,2069477,0.05
C9410194      ,1,2138649,0.02
F7812096      ,1,342027,0.09
F7360949      ,1,2069817,0.05
F9401178      ,1,653622,0.04
D8481322      ,1,2795990,0.02
F9401174      ,2,1206763,0.15
F9711007      ,2,3703583,0.42
D8481322      ,1,2795991,0.14
D8584134      ,1,3127324,0.13
F9711007      ,2,3703584,0.24
F9401174      ,2,1206764,0
F9711007      ,2,3703585,0.28
D8584134      ,1,3127325,0.03
F9401174      ,2,1206765,0.07
D8584134      ,1,3127326,0.03
D8584134      ,1,3127327,0.06
F9695697      ,1,4964201,0.19
A9400964      ,2,62723,0.06
C8780408      ,1,267539,0.02
A9400964      ,2,62724,0.04
C8391460      ,1,1375160,0.02
F9695697      ,1,4964202,0.08
C6500970      ,1,1038678,0.07
C8391460      ,1,1375161,0.02
F9401178      ,1,653623,0.04
F7830399      ,1,588878,0.08
F9695698      ,2,3073066,0.1
D8586612      ,1,2338834,0.01
F7830399      ,1,588879,0.09
F9695698      ,2,3073067,0.16
F7360941      ,1,2069480,0.04
F7812096      ,1,342030,0.02
F7360949      ,1,2069820,0.02
D8481321      ,1,5407551,0.03
D8584134      ,1,3127328,0.03
C9410194      ,1,2138650,0.03
D8584134      ,1,3127329,0.1
D8481322      ,1,2795992,0.06
D8584134      ,1,3127330,0.04
E9556853      ,1,4414730,0.1
F7350022      ,1,58550,0
F7360944      ,1,706852,0.03
D8481322      ,1,2795993,0.04
F8353464      ,1,1711146,0.07
F7360940      ,1,7263,0.04
F7851954      ,1,370150,0.01
F7360946      ,1,656375,0.03
F7831631      ,1,370597,0.01
D8584134      ,1,3127331,0.12
E9556853      ,1,4414731,0
F9401178      ,1,653624,0.05
A9400964      ,2,62725,0.05
A9400964      ,2,62726,0.03
C8391460      ,1,1375162,0.01
C8391460      ,1,1375163,0.03
D8584134      ,1,3127332,0.06
F9695697      ,1,4964203,0.02
F7830399      ,1,588880,0.07
D8584134      ,1,3127333,0.12
F9695697      ,1,4964204,0.01
C8780408      ,1,267540,0
C6500970      ,1,1038679,0.03
F7830399      ,1,588881,0.24
D8584134      ,1,3127334,0.03
F7360941      ,1,2069483,0.01
F7360949      ,1,2069823,0.03
F7812096      ,1,342033,0.05
D8584134      ,1,3127335,0.03
E9556853      ,1,4414732,0.02
D8586612      ,1,2338835,0.01
F9695698      ,2,3073068,0.17
D8484252      ,13,909423,0.05
E9556853      ,1,4414733,0.11
F9695698      ,2,3073069,0.1
D8481322      ,1,2795994,0.03
D8484252      ,13,909424,0.16
D8481321      ,1,5407552,0.01
D8481322      ,1,2795995,0.05
D8484252      ,13,909425,0.12
F7360944      ,1,706853,0.05
F7350022      ,1,58551,0.01
F9401178      ,1,653625,0.04
A9400964      ,2,62727,0.03
F7360940      ,1,7264,0.02
F7360946      ,1,656376,0
F7831631      ,1,370598,0.04
F7851954      ,1,370151,0.03
A9400964      ,2,62728,0.03
D8484252      ,13,909426,0.03
F8353464      ,1,1711147,0.01
C8391460      ,1,1375164,0.01
F9401174      ,2,1206766,0.21
F9711007      ,2,3703586,0.29
C8391460      ,1,1375165,0.03
D8484252      ,13,909427,0.15
F9401174      ,2,1206767,0.07
F9711007      ,2,3703587,0.22
D8484252      ,13,909428,0.11
C8780408      ,1,267541,0.03
F9401174      ,2,1206768,0.06
F9711007      ,2,3703588,0.61
F9695697      ,1,4964205,0.03
F9711007      ,2,3703589,0.11
F9695697      ,1,4964206,0.01
F7360941      ,1,2069486,0
F7360949      ,1,2069826,0.04
F7812096      ,1,342036,0
F7830399      ,1,588882,0.08
C6500970      ,1,1038680,0.04
F7830399      ,1,588883,0.1
E9556853      ,1,4414734,0.04
F9695698      ,2,3073070,0.08
E9556853      ,1,4414735,0.06
D8481322      ,1,2795996,0.06
A9400964      ,2,62729,0.03
A9400964      ,2,62730,0.02
F9695698      ,2,3073071,0.1
D8586612      ,1,2338836,0.02
D8481322      ,1,2795997,0.04
F9401178      ,1,653626,0.02
C9410194      ,1,2138651,0.01
C8391460      ,1,1375166,0.03
D8584134      ,1,3127336,0.02
C8391460      ,1,1375167,0.03
C9410194      ,1,2138652,0.08
D8584134      ,1,3127337,0.15
D8481321      ,1,5407553,0.02
D8584134      ,1,3127338,0.05
D8584134      ,1,3127339,0.01
F7360944      ,1,706854,0.02
F7350022      ,1,58552,0
F9711007      ,2,3703590,0.06
C8780408      ,1,267542,0.01
F9401174      ,2,1206769,0.08
F7360946      ,1,656377,0.02
F7831631      ,1,370599,0.03
F7360940      ,1,7265,0.02
F7851954      ,1,370152,0.03
F9711007      ,2,3703591,0.47
F9695697      ,1,4964207,0.06
F9401174      ,2,1206770,0.14
F9711007      ,2,3703592,0.38
F8353464      ,1,1711148,0.02
F9695697      ,1,4964208,0.07
F9401174      ,2,1206771,0.1
F7830399      ,1,588884,0.04
F7812096      ,1,342039,0.08
F7830399      ,1,588885,0.09
F7360941      ,1,2069489,0.01
F7360949      ,1,2069829,0.05
A9400964      ,2,62731,0.04
A9400964      ,2,62732,0.01
D8584134      ,1,3127340,0.09
D8481322      ,1,2795998,0.18
D8584134      ,1,3127341,0.01
F9695698      ,2,3073072,0.03
E9556853      ,1,4414736,0.06
C8391460      ,1,1375168,0.02
F9695698      ,2,3073073,0
D8584134      ,1,3127342,0.04
D8481322      ,1,2795999,0.03
D8586612      ,1,2338837,0
E9556853      ,1,4414737,0.01
C8391460      ,1,1375169,0.06
D8584134      ,1,3127343,0.16
C9410194      ,1,2138653,0.02
F9401178      ,1,653627,0.03
D8481321      ,1,5407554,0.02
C8780408      ,1,267543,0.01
F8353464      ,1,1711149,0.03
F9711007      ,2,3703593,0.32
F9401174      ,2,1206772,0.11
F9695697      ,1,4964209,0.05
F9711007      ,2,3703594,0.33
F9401174      ,2,1206773,0.02
D8484252      ,13,909429,0.21
F9695697      ,1,4964210,0.03
D8584134      ,1,3127344,0.01
F7360941      ,1,2069492,0.01
F7830399      ,1,588886,0.1
A9400964      ,2,62733,0.02
F7812096      ,1,342042,0.02
F7360949      ,1,2069832,0.02
F9711007      ,2,3703595,0.11
F9401174      ,2,1206774,0.03
C6500970      ,1,1038681,0.05
A9400964      ,2,62734,0.04
D8484252      ,13,909430,0.12
D8584134      ,1,3127345,0.14
F7830399      ,1,588887,0.12
F7350022      ,1,58553,0.05
F7360944      ,1,706855,0.02
D8584134      ,1,3127346,0.01
D8484252      ,13,909431,0
F7360940      ,1,7266,0
F7360946      ,1,656378,0.01
F7831631      ,1,370600,0.02
F7851954      ,1,370153,0.03
C8391460      ,1,1375170,0.02
D8584134      ,1,3127347,0.07
F9695698      ,2,3073074,0.16
C8391460      ,1,1375171,0.04
D8484252      ,13,909432,0
F9695698      ,2,3073075,0.05
D8586612      ,1,2338838,0.03
D8484252      ,13,909433,0.07
E9556853      ,1,4414738,0.05
F9401178      ,1,653628,0.07
D8481321      ,1,5407555,0
D8484252      ,13,909434,0.21
E9556853      ,1,4414739,0.01
C9410194      ,1,2138654,0.03
D8584134      ,1,3127348,0.03
D8584134      ,1,3127349,0.07
F8353464      ,1,1711150,0.08
D8584134      ,1,3127350,0.03
F9401174      ,2,1206775,0.11
C8780408      ,1,267544,0.02
F9695697      ,1,4964211,0.01
F7360944      ,1,706856,0.05
F7350022      ,1,58554,0.03
F9711007      ,2,3703596,0.21
D8584134      ,1,3127351,0.09
F9401174      ,2,1206776,0.04
F7360940      ,1,7267,0.04
D8481322      ,1,2796000,0.08
F7851954      ,1,370154,0.02
F7360946      ,1,656379,0.01
F7831631      ,1,370601,0.02
F9711007      ,2,3703597,0.15
A9400964      ,2,62735,0.04
F9695697      ,1,4964212,0.04
F7830399      ,1,588888,0.05
F9401174      ,2,1206777,0.02
A9400964      ,2,62736,0.06
C8391460      ,1,1375172,0.03
D8481322      ,1,2796001,0
C6500970      ,1,1038682,0.03
F9711007      ,2,3703598,0.13
C8391460      ,1,1375173,0.04
F7830399      ,1,588889,0.13
D8586612      ,1,2338839,0.02
F9695698      ,2,3073076,0
D8584134      ,1,3127352,0.06
F9695698      ,2,3073077,0.05
D8481321      ,1,5407556,0.01
D8584134      ,1,3127353,0.09
E9556853      ,1,4414740,0.02
D8584134      ,1,3127354,0.17
C9410194      ,1,2138655,0.03
E9556853      ,1,4414741,0.05
F7360949      ,1,2069835,0.01
F7360941      ,1,2069495,0
F7812096      ,1,342045,0.07
D8584134      ,1,3127355,0.11
C8780408      ,1,267545,0.02
F8353464      ,1,1711151,0.03
F7360944      ,1,706857,0.01
F7350022      ,1,58555,0.04
F7360946      ,1,656380,0.03
F7831631      ,1,370602,0.02
F7360940      ,1,7268,0.03
F7851954      ,1,370155,0.03
D8481322      ,1,2796002,0.01
A9400964      ,2,62737,0.02
F9711007      ,2,3703599,0.2
F9401174      ,2,1206778,0.04
A9400964      ,2,62738,0.04
F7830399      ,1,588890,0.08
D8481322      ,1,2796003,0.1
F9401174      ,2,1206779,0.11
F9711007      ,2,3703600,0.21
D8584134      ,1,3127356,0.05
F7830399      ,1,588891,0.12
F9401178      ,1,653629,0.02
F9711007      ,2,3703601,0.24
F9401174      ,2,1206780,0.02
D8584134      ,1,3127357,0.08
D8584134      ,1,3127358,0.08
F9695697      ,1,4964213,0.1
D8584134      ,1,3127359,0.07
F9695697      ,1,4964214,0.03
C6500970      ,1,1038683,0.05
E9556853      ,1,4414742,0.01
D8586612      ,1,2338840,0.01
F9695698      ,2,3073078,0.09
D8484252      ,13,909435,0.04
E9556853      ,1,4414743,0.08
F7360941      ,1,2069498,0
F7360949      ,1,2069838,0.01
F7812096      ,1,342048,0.04
C8780408      ,1,267546,0.01
D8484252      ,13,909436,0.05
F9695698      ,2,3073079,0.02
D8481321      ,1,5407557,0
C9410194      ,1,2138656,0.01
D8484252      ,13,909437,0.17
D8584134      ,1,3127360,0.15
D8481322      ,1,2796004,0.02
F7830399      ,1,588892,0.04
D8584134      ,1,3127361,0.06
D8484252      ,13,909438,0.07
F9711007      ,2,3703602,0.05
D8481322      ,1,2796005,0.11
F9401174      ,2,1206781,0.06
F7830399      ,1,588893,0.11
F8353464      ,1,1711152,0.06
D8584134      ,1,3127362,0.05
F9711007      ,2,3703603,0.17
D8484252      ,13,909439,0.01
F9401174      ,2,1206782,0.09
D8584134      ,1,3127363,0.04
F7350022      ,1,58556,0.01
F7360944      ,1,706858,0.02
F9711007      ,2,3703604,0.23
D8484252      ,13,909440,0.02
F9401174      ,2,1206783,0.04
F7851954      ,1,370156,0.02
F7360940      ,1,7269,0.02
F7831631      ,1,370603,0.01
F7360946      ,1,656381,0.02
F9695697      ,1,4964215,0.05
F9695697      ,1,4964216,0.09
C8391460      ,1,1375174,0.05
D8584134      ,1,3127364,0.07
F9401178      ,1,653630,0.06
C6500970      ,1,1038684,0.04
D8584134      ,1,3127365,0.02
F7812096      ,1,342051,0.04
F7360949      ,1,2069841,0.01
F7360941      ,1,2069501,0.02
D8584134      ,1,3127366,0.06
C8391460      ,1,1375175,0.03
E9556853      ,1,4414744,0.04
C8780408      ,1,267547,0.04
D8584134      ,1,3127367,0.02
C8391460      ,1,1375176,0.02
C6590301      ,3,561640,0.02
E9556853      ,1,4414745,0.11
D8481322      ,1,2796006,0.08
C9410194      ,1,2138657,0.01
C6590301      ,3,561641,0.01
F9695698      ,2,3073080,0.02
D8586612      ,1,2338841,0.02
D8481322      ,1,2796007,0.05
F7830399      ,1,588894,0.03
F9695698      ,2,3073081,0.03
F7830399      ,1,588895,0.15
D8481321      ,1,5407558,0.01
F9711007      ,2,3703605,0.2
F9401174      ,2,1206784,0.04
F9711007      ,2,3703606,0.23
F7350022      ,1,58557,0.01
F7360944      ,1,706859,0.05
A9400964      ,2,62739,0.02
F9401174      ,2,1206785,0.03
F9711007      ,2,3703607,0.14
A9400964      ,2,62740,0.06
F7831631      ,1,370604,0.02
F7360946      ,1,656382,0.03
F7851954      ,1,370157,0.02
F7360940      ,1,7270,0.04
F9401174      ,2,1206786,0.02
F8353464      ,1,1711153,0.07
D8584134      ,1,3127368,0.15
F9401178      ,1,653631,0.04
C6500970      ,1,1038685,0.05
D8584134      ,1,3127369,0.07
F9695697      ,1,4964217,0
C8391460      ,1,1375177,0.05
D8584134      ,1,3127370,0.13
C8391460      ,1,1375178,0.03
F9695697      ,1,4964218,0.05
F7812096      ,1,342054,0.06
F7360941      ,1,2069504,0.03
F7360949      ,1,2069844,0.09
D8584134      ,1,3127371,0.14
C8780408      ,1,267548,0
D8481322      ,1,2796008,0.06
D8481322      ,1,2796009,0.06
F9695698      ,2,3073082,0.05
F7830399      ,1,588896,0.03
E9556853      ,1,4414746,0.04
F9695698      ,2,3073083,0.03
C9410194      ,1,2138658,0
F7830399      ,1,588897,0.13
D8584134      ,1,3127372,0.05
E9556853      ,1,4414747,0.03
D8584134      ,1,3127373,0.15
D8584134      ,1,3127374,0.07
F9401178      ,1,653632,0.01
D8584134      ,1,3127375,0.03
F9711007      ,2,3703608,0.29
F9401174      ,2,1206787,0.09
F9711007      ,2,3703609,0.29
F7360941      ,1,2069507,0.02
F7812096      ,1,342057,0.06
F7360949      ,1,2069847,0
A9400964      ,2,62741,0.04
F9401174      ,2,1206788,0.02
F9711007      ,2,3703610,0.06
F9695697      ,1,4964219,0.13
A9400964      ,2,62742,0.04
F9401174      ,2,1206789,0.12
F9695697      ,1,4964220,0.15
D8481322      ,1,2796010,0.01
C6500970      ,1,1038686,0.04
C8391460      ,1,1375179,0.04
D8481322      ,1,2796011,0.08
C8391460      ,1,1375180,0.06
F9695698      ,2,3073084,0.11
D8586612      ,1,2338842,0.02
F9695698      ,2,3073085,0.05
E9556853      ,1,4414748,0.03
F7830399      ,1,588898,0.07
D8481321      ,1,5407559,0.01
E9556853      ,1,4414749,0.07
F7830399      ,1,588899,0.12
D8584134      ,1,3127376,0.19
F9401178      ,1,653633,0.06
C8780408      ,1,267549,0.02
F7350022      ,1,58558,0.01
F7360944      ,1,706860,0.04
D8584134      ,1,3127377,0.11
F7360946      ,1,656383,0.01
F7831631      ,1,370605,0.02
F7851954      ,1,370158,0.02
F7360940      ,1,7271,0.05
D8584134      ,1,3127378,0.05
C9410194      ,1,2138659,0.07
F8353464      ,1,1711154,0.01
D8584134      ,1,3127379,0.18
A9400964      ,2,62743,0.06
F7360941      ,1,2069510,0.01
F7360949      ,1,2069850,0.01
F7812096      ,1,342060,0.01
A9400964      ,2,62744,0.04
F9401174      ,2,1206790,0.12
F9711007      ,2,3703611,0.06
F9401174      ,2,1206791,0.05
F9711007      ,2,3703612,0.19
F9695697      ,1,4964221,0.03
F9401174      ,2,1206792,0.28
F9711007      ,2,3703613,0.24
C8391460      ,1,1375181,0.02
F9695697      ,1,4964222,0.1
D8586612      ,1,2338843,0.03
C8391460      ,1,1375182,0.05
D8481321      ,1,5407560,0.01
C6500970      ,1,1038687,0.02
D8481322      ,1,2796012,0.02
F9401178      ,1,653634,0.02
D8584134      ,1,3127380,0.03
C8780408      ,1,267550,0
D8481322      ,1,2796013,0.03
D8584134      ,1,3127381,0.03
F7350022      ,1,58559,0.03
F7360944      ,1,706861,0.01
F8353464      ,1,1711155,0.01
F9695698      ,2,3073086,0.06
D8584134      ,1,3127382,0.16
F7851954      ,1,370159,0.01
F7831631      ,1,370606,0
F7360946      ,1,656384,0.01
F7360940      ,1,7272,0.04
D8584134      ,1,3127383,0.06
F9695698      ,2,3073087,0.03
A9400964      ,2,62745,0.05
C9410194      ,1,2138660,0.09
A9400964      ,2,62746,0.04
F7830399      ,1,588900,0.07
E9556853      ,1,4414750,0.03
C9410194      ,1,2138661,0.03
F7830399      ,1,588901,0.07
F9711007      ,2,3703614,0.18
F9401174      ,2,1206793,0.09
E9556853      ,1,4414751,0.06
C8391460      ,1,1375183,0.03
F9401174      ,2,1206794,0.07
F9711007      ,2,3703615,0.41
C8391460      ,1,1375184,0.06
F9401174      ,2,1206795,0.06
D8586612      ,1,2338844,0.01
F9711007      ,2,3703616,0.19
F7360941      ,1,2069513,0.03
F7360949      ,1,2069853,0.05
F7812096      ,1,342063,0.01
F9695697      ,1,4964223,0.1
D8481321      ,1,5407561,0.01
F9695697      ,1,4964224,0.04
D8481322      ,1,2796014,0.08
F7350022      ,1,58560,0.05
F7360944      ,1,706862,0.03
C6500970      ,1,1038688,0.04
F7360940      ,1,7273,0.01
F7831631      ,1,370607,0.02
F7360946      ,1,656385,0.02
F7851954      ,1,370160,0.01
D8481322      ,1,2796015,0.05
F8353464      ,1,1711156,0.03
A9400964      ,2,62747,0.07
A9400964      ,2,62748,0.02
F9401178      ,1,653635,0.05
C8780408      ,1,267551,0.03
F9695698      ,2,3073088,0.07
C9410194      ,1,2138662,0
F9695698      ,2,3073089,0.04
F7830399      ,1,588902,0.02
F7830399      ,1,588903,0.09
E9556853      ,1,4414752,0.1
C8391460      ,1,1375185,0.06
D8586612      ,1,2338845,0.03
C8391460      ,1,1375186,0.04
E9556853      ,1,4414753,0.04
F7360941      ,1,2069516,0.03
F7360949      ,1,2069856,0.03
F7812096      ,1,342066,0.01
D8481321      ,1,5407562,0.02
F9695697      ,1,4964225,0.03
D8481322      ,1,2796016,0.01
F9695697      ,1,4964226,0.04
D8481322      ,1,2796017,0.02
F9711007      ,2,3703617,0.22
C6500970      ,1,1038689,0.05
F9711007      ,2,3703618,0.36
F9401174      ,2,1206796,0
F7350022      ,1,58561,0.02
F7360944      ,1,706863,0.04
F8353464      ,1,1711157,0.02
A9400964      ,2,62749,0.06
C8780408      ,1,267552,0.04
F9401174      ,2,1206797,0.1
F9711007      ,2,3703619,0.34
F7360940      ,1,7274,0.05
F7851954      ,1,370161,0.02
F7360946      ,1,656386,0.01
F7831631      ,1,370608,0.01
F9401178      ,1,653636,0.09
A9400964      ,2,62750,0.02
F9401174      ,2,1206798,0.06
F9695698      ,2,3073090,0.03
F7830399      ,1,588904,0.05
F9695698      ,2,3073091,0
C8391460      ,1,1375187,0.03
F7830399      ,1,588905,0.05
C8391460      ,1,1375188,0.02
E9556853      ,1,4414754,0.03
F7360941      ,1,2069519,0
F7360949      ,1,2069859,0.02
F7812096      ,1,342069,0
E9556853      ,1,4414755,0.04
D8481322      ,1,2796018,0.11
D8586612      ,1,2338846,0.01
F9695697      ,1,4964227,0.04
D8481322      ,1,2796019,0.03
C9410194      ,1,2138663,0.01
F9695697      ,1,4964228,0.07
D8481321      ,1,5407563,0.01
C6500970      ,1,1038690,0.02
D8584134      ,1,3127384,0.02
F9401178      ,1,653637,0.03
A9400964      ,2,62751,0.05
D8584134      ,1,3127385,0.06
A9400964      ,2,62752,0.05
C8780408      ,1,267553,0.03
F9401174      ,2,1206799,0.03
D8584134      ,1,3127386,0.1
F8353464      ,1,1711158,0.02
F9711007      ,2,3703620,0.44
D8584134      ,1,3127387,0.05
F9401174      ,2,1206800,0.05
F9711007      ,2,3703621,0.04
F9401174      ,2,1206801,0.09
F9711007      ,2,3703622,0.12
C8391460      ,1,1375189,0.04
C8391460      ,1,1375190,0.03
F7830399      ,1,588906,0.03
F7360941      ,1,2069522,0
F7360949      ,1,2069862,0.03
F7812096      ,1,342072,0.04
F7350022      ,1,58562,0.02
F7360944      ,1,706864,0.02
F7830399      ,1,588907,0.07
F7851954      ,1,370162,0.01
F7360940      ,1,7275,0.03
F7831631      ,1,370609,0.01
F7360946      ,1,656387,0.02
F9695698      ,2,3073092,0.05
F9695698      ,2,3073093,0.03
D8584134      ,1,3127388,0.06
D8584134      ,1,3127389,0.09
F9695697      ,1,4964229,0.04
D8584134      ,1,3127390,0.1
D8481322      ,1,2796020,0.05
D8586612      ,1,2338847,0.01
F9695697      ,1,4964230,0.06
C9410194      ,1,2138664,0.01
D8584134      ,1,3127391,0.05
D8481322      ,1,2796021,0.13
F9401178      ,1,653638,0.03
E9556853      ,1,4414756,0.04
D8481322      ,1,2796022,0.06
A9400964      ,2,62753,0.07
D8481321      ,1,5407564,0.03
E9556853      ,1,4414757,0.01
C8780408      ,1,267554,0.01
A9400964      ,2,62754,0.04
C8391460      ,1,1375191,0.04
C8391460      ,1,1375192,0.03
F7360944      ,1,706865,0.02
F7350022      ,1,58563,0
F7360940      ,1,7276,0.03
F7831631      ,1,370610,0.02
F7360946      ,1,656388,0
F7851954      ,1,370163,0.01
F7830399      ,1,588908,0.04
D8584134      ,1,3127392,0.13
F8353464      ,1,1711159,0.06
F9401174      ,2,1206802,0.05
F9711007      ,2,3703623,0.15
F7830399      ,1,588909,0.1
D8584134      ,1,3127393,0.11
F9711007      ,2,3703624,0.2
F9401174      ,2,1206803,0.04
D8584134      ,1,3127394,0.12
F9401174      ,2,1206804,0.1
F9711007      ,2,3703625,0.3
F7360941      ,1,2069525,0.02
F7360949      ,1,2069865,0.07
